sample_id,membership,dataset,model,neg_loss,confidence,neg_entropy,modified_entropy
nonmember_11101,0,credit_default,random_forest,-0.15082289278507233,0.8600000143051147,-0.40496349334716797,-0.042230408638715744
nonmember_8758,0,credit_default,random_forest,-0.5887871384620667,0.5550000071525574,-0.6870849132537842,-0.5240205526351929
nonmember_6147,0,credit_default,random_forest,-1.309333324432373,0.7300000190734863,-0.583258867263794,-1.9116266965866089
nonmember_2740,0,credit_default,random_forest,-0.08883121609687805,0.9150000214576721,-0.2908143997192383,-0.015101306140422821
nonmember_2843,0,credit_default,random_forest,-0.42312005162239075,0.6549999713897705,-0.6442963480949402,-0.29195281863212585
nonmember_10823,0,credit_default,random_forest,-0.05129329487681389,0.949999988079071,-0.19851523637771606,-0.005129329394549131
nonmember_186,0,credit_default,random_forest,-0.133531391620636,0.875,-0.37677016854286194,-0.033382847905159
nonmember_1212,0,credit_default,random_forest,-1.0356374979019165,0.6449999809265137,-0.6504870057106018,-1.3359723091125488
nonmember_7726,0,credit_default,random_forest,-1.7719568014144897,0.8299999833106995,-0.45588621497154236,-2.941448450088501
nonmember_10383,0,credit_default,random_forest,-0.12783336639404297,0.8799999952316284,-0.3669250011444092,-0.030680008232593536
nonmember_4385,0,credit_default,random_forest,-0.6069694757461548,0.5450000166893005,-0.689091682434082,-0.5523422360420227
nonmember_5664,0,credit_default,random_forest,-1.9661128520965576,0.8600000143051147,-0.40496349334716797,-3.381714105606079
nonmember_12276,0,credit_default,random_forest,-0.08883121609687805,0.9150000214576721,-0.2908143997192383,-0.015101306140422821
nonmember_4481,0,credit_default,random_forest,-0.11653381586074829,0.8899999856948853,-0.34651532769203186,-0.025637440383434296
nonmember_5448,0,credit_default,random_forest,-0.9942522644996643,0.6299999952316284,-0.6589556932449341,-1.2527579069137573
nonmember_9252,0,credit_default,random_forest,-1.021651268005371,0.6399999856948853,-0.6534181833267212,-1.3077136278152466
nonmember_3988,0,credit_default,random_forest,-0.6733445525169373,0.5099999904632568,-0.6929471492767334,-0.6598776578903198
nonmember_10781,0,credit_default,random_forest,-0.6161861419677734,0.5400000214576721,-0.6899437308311462,-0.5668912529945374
nonmember_5094,0,credit_default,random_forest,-0.21072103083133698,0.8100000023841858,-0.4862229526042938,-0.08007398992776871
nonmember_711,0,credit_default,random_forest,-0.15665380656719208,0.8550000190734863,-0.41393712162971497,-0.04542960599064827
nonmember_10877,0,credit_default,random_forest,-0.035627178847789764,0.9649999737739563,-0.1517144739627838,-0.0024939023423939943
nonmember_14939,0,credit_default,random_forest,-0.16841864585876465,0.8450000286102295,-0.43128493428230286,-0.05220978334546089
nonmember_8264,0,credit_default,random_forest,-0.21691299974918365,0.8050000071525574,-0.49339231848716736,-0.08459606766700745
nonmember_12971,0,credit_default,random_forest,-0.07796154171228409,0.925000011920929,-0.26638445258140564,-0.011694231070578098
nonmember_4120,0,credit_default,random_forest,-0.035627178847789764,0.9649999737739563,-0.1517144739627838,-0.0024939023423939943
nonmember_6330,0,credit_default,random_forest,-2.207274913787842,0.8899999856948853,-0.34651532769203186,-3.9289493560791016
nonmember_11796,0,credit_default,random_forest,-0.13926206529140472,0.8700000047683716,-0.3863866925239563,-0.0362081378698349
nonmember_13119,0,credit_default,random_forest,-0.1984509378671646,0.8199999928474426,-0.47139349579811096,-0.07144233584403992
nonmember_332,0,credit_default,random_forest,-0.24207155406475067,0.7850000262260437,-0.5205063819885254,-0.10409077256917953
nonmember_5763,0,credit_default,random_forest,-0.15082289278507233,0.8600000143051147,-0.40496349334716797,-0.042230408638715744
nonmember_1350,0,credit_default,random_forest,-0.2231435477733612,0.800000011920929,-0.5004024505615234,-0.08925741910934448
nonmember_8222,0,credit_default,random_forest,-0.18632957339286804,0.8299999833106995,-0.45588621497154236,-0.0633520558476448
nonmember_5156,0,credit_default,random_forest,-0.08883121609687805,0.9150000214576721,-0.2908143997192383,-0.015101306140422821
nonmember_13707,0,credit_default,random_forest,-0.16841864585876465,0.8450000286102295,-0.43128493428230286,-0.05220978334546089
nonmember_7299,0,credit_default,random_forest,-0.9288694858551025,0.6050000190734863,-0.6709321737289429,-1.123932123184204
nonmember_11202,0,credit_default,random_forest,-0.1803235560655594,0.8349999785423279,-0.44786879420280457,-0.059506773948669434
nonmember_12518,0,credit_default,random_forest,-0.2231435477733612,0.800000011920929,-0.5004024505615234,-0.08925741910934448
nonmember_14878,0,credit_default,random_forest,-0.39304259419441223,0.675000011920929,-0.6305810213088989,-0.2554776966571808
nonmember_3580,0,credit_default,random_forest,-0.4385049641132355,0.6449999809265137,-0.6504870057106018,-0.31133851408958435
nonmember_14015,0,credit_default,random_forest,-0.04866517335176468,0.9524999856948853,-0.1910872906446457,-0.0046231914311647415
nonmember_1875,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_7397,0,credit_default,random_forest,-0.5447271466255188,0.5799999833106995,-0.680292010307312,-0.4575708210468292
nonmember_2059,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_13637,0,credit_default,random_forest,-0.0998203381896019,0.9049999713897705,-0.3139558434486389,-0.018965864554047585
nonmember_2129,0,credit_default,random_forest,-0.28768208622932434,0.75,-0.5623351335525513,-0.14384104311466217
nonmember_1130,0,credit_default,random_forest,-0.9741846919059753,0.6225000023841858,-0.6628269553184509,-1.2128599882125854
nonmember_11927,0,credit_default,random_forest,-0.005012542009353638,0.9950000047683716,-0.031479064375162125,-5.0125418056268245e-05
nonmember_9696,0,credit_default,random_forest,-0.07796154171228409,0.925000011920929,-0.26638445258140564,-0.011694231070578098
nonmember_9440,0,credit_default,random_forest,-0.15665380656719208,0.8550000190734863,-0.41393712162971497,-0.04542960599064827
nonmember_6360,0,credit_default,random_forest,-0.0998203381896019,0.9049999713897705,-0.3139558434486389,-0.018965864554047585
nonmember_12426,0,credit_default,random_forest,-0.5621189475059509,0.5699999928474426,-0.6833149194717407,-0.48342227935791016
nonmember_1997,0,credit_default,random_forest,-0.37833642959594727,0.6850000023841858,-0.6230430006980896,-0.2383519560098648
nonmember_2043,0,credit_default,random_forest,-0.15082289278507233,0.8600000143051147,-0.40496349334716797,-0.042230408638715744
nonmember_9973,0,credit_default,random_forest,-0.08338160812854767,0.9200000166893005,-0.2787693738937378,-0.013341057114303112
nonmember_13407,0,credit_default,random_forest,-0.07796154171228409,0.925000011920929,-0.26638445258140564,-0.011694231070578098
nonmember_14880,0,credit_default,random_forest,-0.13926206529140472,0.8700000047683716,-0.3863866925239563,-0.0362081378698349
nonmember_5551,0,credit_default,random_forest,-0.06187540292739868,0.9399999976158142,-0.22696752846240997,-0.007425048388540745
nonmember_4969,0,credit_default,random_forest,-0.3638434410095215,0.6949999928474426,-0.6150414347648621,-0.22194449603557587
nonmember_11193,0,credit_default,random_forest,-1.1711829900741577,0.6899999976158142,-0.6191006898880005,-1.6162325143814087
nonmember_7365,0,credit_default,random_forest,-0.1625189334154129,0.8500000238418579,-0.42270907759666443,-0.04875567927956581
nonmember_7843,0,credit_default,random_forest,-0.046043939888477325,0.9549999833106995,-0.18352113664150238,-0.004143954254686832
nonmember_13325,0,credit_default,random_forest,-0.3285040557384491,0.7200000286102295,-0.5929533243179321,-0.18396227061748505
nonmember_7376,0,credit_default,random_forest,-0.005012542009353638,0.9950000047683716,-0.031479064375162125,-5.0125418056268245e-05
nonmember_14025,0,credit_default,random_forest,-0.06720875203609467,0.9350000023841858,-0.24050910770893097,-0.008737137541174889
nonmember_11199,0,credit_default,random_forest,-0.24207155406475067,0.7850000262260437,-0.5205063819885254,-0.10409077256917953
nonmember_14259,0,credit_default,random_forest,-0.13926206529140472,0.8700000047683716,-0.3863866925239563,-0.0362081378698349
nonmember_6786,0,credit_default,random_forest,-1.7719568014144897,0.8299999833106995,-0.45588621497154236,-2.941448450088501
nonmember_10045,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_1550,0,credit_default,random_forest,-0.3566749393939972,0.699999988079071,-0.6108642816543579,-0.21400496363639832
nonmember_12157,0,credit_default,random_forest,-0.3710636794567108,0.6899999976158142,-0.6191006898880005,-0.23005948960781097
nonmember_10515,0,credit_default,random_forest,-0.09431067854166031,0.9100000262260437,-0.30253782868385315,-0.016975922510027885
nonmember_12610,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_8505,0,credit_default,random_forest,-0.056570351123809814,0.9449999928474426,-0.2129821926355362,-0.0062227388843894005
nonmember_11596,0,credit_default,random_forest,-0.18632957339286804,0.8299999833106995,-0.45588621497154236,-0.0633520558476448
nonmember_8665,0,credit_default,random_forest,-0.13926206529140472,0.8700000047683716,-0.3863866925239563,-0.0362081378698349
nonmember_11344,0,credit_default,random_forest,-0.3424903154373169,0.7099999785423279,-0.6021516919136047,-0.19864438474178314
nonmember_9545,0,credit_default,random_forest,-0.056570351123809814,0.9449999928474426,-0.2129821926355362,-0.0062227388843894005
nonmember_4846,0,credit_default,random_forest,-0.7031975388526917,0.5049999952316284,-0.6930971741676331,-0.7102295160293579
nonmember_13900,0,credit_default,random_forest,-0.09431067854166031,0.9100000262260437,-0.30253782868385315,-0.016975922510027885
nonmember_11396,0,credit_default,random_forest,-2.3025851249694824,0.8999999761581421,-0.3250829875469208,-4.1446533203125
nonmember_10248,0,credit_default,random_forest,-0.07796154171228409,0.925000011920929,-0.26638445258140564,-0.011694231070578098
nonmember_6963,0,credit_default,random_forest,-0.14502577483654022,0.8650000095367432,-0.3957821726799011,-0.0391569584608078
nonmember_12007,0,credit_default,random_forest,-0.133531391620636,0.875,-0.37677016854286194,-0.033382847905159
nonmember_531,0,credit_default,random_forest,-0.03045920841395855,0.9700000286102295,-0.13474217057228088,-0.0018275524489581585
nonmember_228,0,credit_default,random_forest,-0.05129329487681389,0.949999988079071,-0.19851523637771606,-0.005129329394549131
nonmember_5925,0,credit_default,random_forest,-1.309333324432373,0.7300000190734863,-0.583258867263794,-1.9116266965866089
nonmember_7811,0,credit_default,random_forest,-0.12783336639404297,0.8799999952316284,-0.3669250011444092,-0.030680008232593536
nonmember_5870,0,credit_default,random_forest,-0.056570351123809814,0.9449999928474426,-0.2129821926355362,-0.0062227388843894005
nonmember_8079,0,credit_default,random_forest,-2.1202635765075684,0.8799999952316284,-0.3669250011444092,-3.731663942337036
nonmember_6734,0,credit_default,random_forest,-0.040821995586156845,0.9599999785423279,-0.16794414818286896,-0.003265759674832225
nonmember_12272,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_1827,0,credit_default,random_forest,-0.07796154171228409,0.925000011920929,-0.26638445258140564,-0.011694231070578098
nonmember_14893,0,credit_default,random_forest,-0.05129329487681389,0.949999988079071,-0.19851523637771606,-0.005129329394549131
nonmember_1052,0,credit_default,random_forest,-0.5533852577209473,0.574999988079071,-0.6818546056747437,-0.47037744522094727
nonmember_14210,0,credit_default,random_forest,-1.8643301725387573,0.8450000286102295,-0.43128493428230286,-3.1507179737091064
nonmember_7856,0,credit_default,random_forest,-0.0998203381896019,0.9049999713897705,-0.3139558434486389,-0.018965864554047585
nonmember_840,0,credit_default,random_forest,-1.6873995065689087,0.8149999976158142,-0.47889113426208496,-2.7504611015319824
nonmember_6690,0,credit_default,random_forest,-0.9038681983947754,0.5950000286102295,-0.6749869585037231,-1.0756031274795532
nonmember_4898,0,credit_default,random_forest,-0.6069694757461548,0.5450000166893005,-0.689091682434082,-0.5523422360420227
nonmember_11394,0,credit_default,random_forest,-0.02020270749926567,0.9800000190734863,-0.09803911298513412,-0.0008081083069555461
nonmember_5954,0,credit_default,random_forest,-0.3011050820350647,0.7400000095367432,-0.5730569362640381,-0.15657465159893036
nonmember_2527,0,credit_default,random_forest,-0.1625189334154129,0.8500000238418579,-0.42270907759666443,-0.04875567927956581
nonmember_13141,0,credit_default,random_forest,-0.046043939888477325,0.9549999833106995,-0.18352113664150238,-0.004143954254686832
nonmember_11578,0,credit_default,random_forest,-1.1394343376159668,0.6800000071525574,-0.6268694400787354,-1.5496306419372559
nonmember_14827,0,credit_default,random_forest,-0.133531391620636,0.875,-0.37677016854286194,-0.033382847905159
nonmember_4349,0,credit_default,random_forest,-0.046043939888477325,0.9549999833106995,-0.18352113664150238,-0.004143954254686832
nonmember_1489,0,credit_default,random_forest,-0.11653381586074829,0.8899999856948853,-0.34651532769203186,-0.025637440383434296
nonmember_13857,0,credit_default,random_forest,-0.14502577483654022,0.8650000095367432,-0.3957821726799011,-0.0391569584608078
nonmember_11158,0,credit_default,random_forest,-2.995732307434082,0.949999988079071,-0.19851523637771606,-5.691891193389893
nonmember_5618,0,credit_default,random_forest,-1.7147984504699707,0.8199999928474426,-0.47139349579811096,-2.812269449234009
nonmember_128,0,credit_default,random_forest,-0.349557489156723,0.7049999833106995,-0.6065680980682373,-0.20623891055583954
nonmember_7754,0,credit_default,random_forest,-0.18632957339286804,0.8299999833106995,-0.45588621497154236,-0.0633520558476448
nonmember_14557,0,credit_default,random_forest,-0.09431067854166031,0.9100000262260437,-0.30253782868385315,-0.016975922510027885
nonmember_10918,0,credit_default,random_forest,-0.4780358076095581,0.6200000047683716,-0.6640641093254089,-0.3633072078227997
nonmember_143,0,credit_default,random_forest,-0.046043939888477325,0.9549999833106995,-0.18352113664150238,-0.004143954254686832
nonmember_13089,0,credit_default,random_forest,-0.18632957339286804,0.8299999833106995,-0.45588621497154236,-0.0633520558476448
nonmember_7534,0,credit_default,random_forest,-0.14502577483654022,0.8650000095367432,-0.3957821726799011,-0.0391569584608078
nonmember_530,0,credit_default,random_forest,-0.040821995586156845,0.9599999785423279,-0.16794414818286896,-0.003265759674832225
nonmember_3877,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_4691,0,credit_default,random_forest,-1.742969274520874,0.824999988079071,-0.4637264311313629,-2.875899314880371
nonmember_4238,0,credit_default,random_forest,-0.08883121609687805,0.9150000214576721,-0.2908143997192383,-0.015101306140422821
nonmember_9437,0,credit_default,random_forest,-1.8325815200805664,0.8399999737739563,-0.4396698772907257,-3.0787367820739746
nonmember_8339,0,credit_default,random_forest,-0.2810375392436981,0.7549999952316284,-0.5567750930786133,-0.1377083957195282
nonmember_6912,0,credit_default,random_forest,-0.02020270749926567,0.9800000190734863,-0.09803911298513412,-0.0008081083069555461
nonmember_1949,0,credit_default,random_forest,-0.06187540292739868,0.9399999976158142,-0.22696752846240997,-0.007425048388540745
nonmember_12987,0,credit_default,random_forest,-0.21072103083133698,0.8100000023841858,-0.4862229526042938,-0.08007398992776871
nonmember_864,0,credit_default,random_forest,-0.040821995586156845,0.9599999785423279,-0.16794414818286896,-0.003265759674832225
nonmember_10568,0,credit_default,random_forest,-0.08883121609687805,0.9150000214576721,-0.2908143997192383,-0.015101306140422821
nonmember_10179,0,credit_default,random_forest,-0.40671589970588684,0.6658333539962769,-0.6370902061462402,-0.2718217968940735
nonmember_10623,0,credit_default,random_forest,-0.39304259419441223,0.675000011920929,-0.6305810213088989,-0.2554776966571808
nonmember_6671,0,credit_default,random_forest,-1.9661128520965576,0.8600000143051147,-0.40496349334716797,-3.381714105606079
nonmember_13133,0,credit_default,random_forest,-0.6069694757461548,0.5450000166893005,-0.689091682434082,-0.5523422360420227
nonmember_7545,0,credit_default,random_forest,-0.9808292388916016,0.625,-0.6615632176399231,-1.226036548614502
nonmember_9182,0,credit_default,random_forest,-0.18632957339286804,0.8299999833106995,-0.45588621497154236,-0.0633520558476448
nonmember_9863,0,credit_default,random_forest,-0.15082289278507233,0.8600000143051147,-0.40496349334716797,-0.042230408638715744
nonmember_3655,0,credit_default,random_forest,-0.18632957339286804,0.8299999833106995,-0.45588621497154236,-0.0633520558476448
nonmember_5771,0,credit_default,random_forest,-0.14502577483654022,0.8650000095367432,-0.3957821726799011,-0.0391569584608078
nonmember_6632,0,credit_default,random_forest,-1.0078579187393188,0.6349999904632568,-0.6562408804893494,-1.2799795866012573
nonmember_10572,0,credit_default,random_forest,-1.0356374979019165,0.6449999809265137,-0.6504870057106018,-1.3359723091125488
nonmember_13402,0,credit_default,random_forest,-0.37833642959594727,0.6850000023841858,-0.6230430006980896,-0.2383519560098648
nonmember_14284,0,credit_default,random_forest,-0.07257069647312164,0.9300000071525574,-0.25363895297050476,-0.010159896686673164
nonmember_2330,0,credit_default,random_forest,-0.015113637782633305,0.9850000143051147,-0.07788250595331192,-0.00045340912765823305
nonmember_6069,0,credit_default,random_forest,-0.11093156039714813,0.8949999809265137,-0.3359322249889374,-0.023295627906918526
nonmember_10622,0,credit_default,random_forest,-0.2744368314743042,0.7599999904632568,-0.5510799288749695,-0.13172969222068787
nonmember_4026,0,credit_default,random_forest,-2.733367919921875,0.9350000023841858,-0.24050910770893097,-5.111398220062256
nonmember_6782,0,credit_default,random_forest,-0.040821995586156845,0.9599999785423279,-0.16794414818286896,-0.003265759674832225
nonmember_10813,0,credit_default,random_forest,-0.5798184871673584,0.5600000023841858,-0.6859297752380371,-0.5102402567863464
nonmember_10209,0,credit_default,random_forest,-0.07257069647312164,0.9300000071525574,-0.25363895297050476,-0.010159896686673164
nonmember_2975,0,credit_default,random_forest,-0.18632957339286804,0.8299999833106995,-0.45588621497154236,-0.0633520558476448
nonmember_7156,0,credit_default,random_forest,-0.744440495967865,0.5249999761581421,-0.6918966770172119,-0.7816625237464905
nonmember_5150,0,credit_default,random_forest,-0.20456716418266296,0.8149999976158142,-0.47889113426208496,-0.07568985223770142
nonmember_9969,0,credit_default,random_forest,-0.0998203381896019,0.9049999713897705,-0.3139558434486389,-0.018965864554047585
nonmember_10795,0,credit_default,random_forest,-2.0402207374572754,0.8700000047683716,-0.3863866925239563,-3.5499842166900635
nonmember_7341,0,credit_default,random_forest,-0.07257069647312164,0.9300000071525574,-0.25363895297050476,-0.010159896686673164
nonmember_5221,0,credit_default,random_forest,-0.15082289278507233,0.8600000143051147,-0.40496349334716797,-0.042230408638715744
nonmember_2146,0,credit_default,random_forest,-0.09431067854166031,0.9100000262260437,-0.30253782868385315,-0.016975922510027885
nonmember_5897,0,credit_default,random_forest,-0.2810375392436981,0.7549999952316284,-0.5567750930786133,-0.1377083957195282
nonmember_9175,0,credit_default,random_forest,-0.08338160812854767,0.9200000166893005,-0.2787693738937378,-0.013341057114303112
nonmember_8156,0,credit_default,random_forest,-1.6607311964035034,0.8100000023841858,-0.4862229526042938,-2.69038462638855
nonmember_8881,0,credit_default,random_forest,-0.17435339093208313,0.8399999737739563,-0.4396698772907257,-0.05579308420419693
nonmember_2582,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_340,0,credit_default,random_forest,-0.12783336639404297,0.8799999952316284,-0.3669250011444092,-0.030680008232593536
nonmember_3960,0,credit_default,random_forest,-0.24207155406475067,0.7850000262260437,-0.5205063819885254,-0.10409077256917953
nonmember_5552,0,credit_default,random_forest,-0.11653381586074829,0.8899999856948853,-0.34651532769203186,-0.025637440383434296
nonmember_1675,0,credit_default,random_forest,-0.046043939888477325,0.9549999833106995,-0.18352113664150238,-0.004143954254686832
nonmember_6565,0,credit_default,random_forest,-1.7719568014144897,0.8299999833106995,-0.45588621497154236,-2.941448450088501
nonmember_1682,0,credit_default,random_forest,-0.17435339093208313,0.8399999737739563,-0.4396698772907257,-0.05579308420419693
nonmember_5308,0,credit_default,random_forest,-0.03045920841395855,0.9700000286102295,-0.13474217057228088,-0.0018275524489581585
nonmember_2430,0,credit_default,random_forest,-0.16841864585876465,0.8450000286102295,-0.43128493428230286,-0.05220978334546089
nonmember_7056,0,credit_default,random_forest,-0.23572233319282532,0.7900000214576721,-0.5139566659927368,-0.0990033820271492
nonmember_4537,0,credit_default,random_forest,-2.1202635765075684,0.8799999952316284,-0.3669250011444092,-3.731663942337036
nonmember_6844,0,credit_default,random_forest,-0.21691299974918365,0.8050000071525574,-0.49339231848716736,-0.08459606766700745
nonmember_13767,0,credit_default,random_forest,-0.349557489156723,0.7049999833106995,-0.6065680980682373,-0.20623891055583954
nonmember_9697,0,credit_default,random_forest,-0.15665380656719208,0.8550000190734863,-0.41393712162971497,-0.04542960599064827
nonmember_4333,0,credit_default,random_forest,-0.16841864585876465,0.8450000286102295,-0.43128493428230286,-0.05220978334546089
nonmember_13826,0,credit_default,random_forest,-0.31471073627471924,0.7300000190734863,-0.583258867263794,-0.16994380950927734
nonmember_6802,0,credit_default,random_forest,-0.22941316664218903,0.7950000166893005,-0.507256269454956,-0.09405940026044846
nonmember_2469,0,credit_default,random_forest,-0.2943710684776306,0.7450000047683716,-0.5677618384361267,-0.15012924373149872
nonmember_14490,0,credit_default,random_forest,-0.11934676021337509,0.887499988079071,-0.3517104685306549,-0.02685302123427391
nonmember_6684,0,credit_default,random_forest,-0.2810375392436981,0.7549999952316284,-0.5567750930786133,-0.1377083957195282
nonmember_13547,0,credit_default,random_forest,-0.5108256340026855,0.6000000238418579,-0.6730116605758667,-0.40866050124168396
nonmember_14053,0,credit_default,random_forest,-2.079441547393799,0.875,-0.37677016854286194,-3.6390225887298584
nonmember_7205,0,credit_default,random_forest,-0.06720875203609467,0.9350000023841858,-0.24050910770893097,-0.008737137541174889
nonmember_593,0,credit_default,random_forest,-0.056570351123809814,0.9449999928474426,-0.2129821926355362,-0.0062227388843894005
nonmember_14031,0,credit_default,random_forest,-0.05129329487681389,0.949999988079071,-0.19851523637771606,-0.005129329394549131
nonmember_11660,0,credit_default,random_forest,-0.22941316664218903,0.7950000166893005,-0.507256269454956,-0.09405940026044846
nonmember_4693,0,credit_default,random_forest,-0.7765287756919861,0.5400000214576721,-0.6899437308311462,-0.8386511206626892
nonmember_6154,0,credit_default,random_forest,-0.21072103083133698,0.8100000023841858,-0.4862229526042938,-0.08007398992776871
nonmember_12865,0,credit_default,random_forest,-0.11093156039714813,0.8949999809265137,-0.3359322249889374,-0.023295627906918526
nonmember_3676,0,credit_default,random_forest,-0.015113637782633305,0.9850000143051147,-0.07788250595331192,-0.00045340912765823305
nonmember_1716,0,credit_default,random_forest,-0.1923718899488449,0.824999988079071,-0.4637264311313629,-0.06733015924692154
nonmember_6914,0,credit_default,random_forest,-0.5276327133178711,0.5899999737739563,-0.6768585443496704,-0.432658851146698
nonmember_14525,0,credit_default,random_forest,-0.15665380656719208,0.8550000190734863,-0.41393712162971497,-0.04542960599064827
nonmember_13229,0,credit_default,random_forest,-1.2039728164672852,0.699999988079071,-0.6108642816543579,-1.6855618953704834
nonmember_6168,0,credit_default,random_forest,-0.11093156039714813,0.8949999809265137,-0.3359322249889374,-0.023295627906918526
nonmember_8192,0,credit_default,random_forest,-0.133531391620636,0.875,-0.37677016854286194,-0.033382847905159
nonmember_2854,0,credit_default,random_forest,-0.1984509378671646,0.8199999928474426,-0.47139349579811096,-0.07144233584403992
nonmember_2999,0,credit_default,random_forest,-0.08883121609687805,0.9150000214576721,-0.2908143997192383,-0.015101306140422821
nonmember_10634,0,credit_default,random_forest,-0.056570351123809814,0.9449999928474426,-0.2129821926355362,-0.0062227388843894005
nonmember_3893,0,credit_default,random_forest,-1.8643301725387573,0.8450000286102295,-0.43128493428230286,-3.1507179737091064
nonmember_12911,0,credit_default,random_forest,-1.0936247110366821,0.6650000214576721,-0.6376631855964661,-1.4545209407806396
nonmember_12337,0,credit_default,random_forest,-0.8096809983253479,0.5550000071525574,-0.6870849132537842,-0.8987458944320679
nonmember_429,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_10404,0,credit_default,random_forest,-0.21691299974918365,0.8050000071525574,-0.49339231848716736,-0.08459606766700745
nonmember_3764,0,credit_default,random_forest,-0.06720875203609467,0.9350000023841858,-0.24050910770893097,-0.008737137541174889
nonmember_8394,0,credit_default,random_forest,-0.24846136569976807,0.7799999713897705,-0.5269079804420471,-0.10932299494743347
nonmember_6505,0,credit_default,random_forest,-0.32158362865448,0.7250000238418579,-0.5881687998771667,-0.17687098681926727
nonmember_11142,0,credit_default,random_forest,-0.040821995586156845,0.9599999785423279,-0.16794414818286896,-0.003265759674832225
nonmember_14285,0,credit_default,random_forest,-0.21691299974918365,0.8050000071525574,-0.49339231848716736,-0.08459606766700745
nonmember_4110,0,credit_default,random_forest,-0.21691299974918365,0.8050000071525574,-0.49339231848716736,-0.08459606766700745
nonmember_6334,0,credit_default,random_forest,-0.13926206529140472,0.8700000047683716,-0.3863866925239563,-0.0362081378698349
nonmember_14445,0,credit_default,random_forest,-0.9038681983947754,0.5950000286102295,-0.6749869585037231,-1.0756031274795532
nonmember_11072,0,credit_default,random_forest,-0.10536051541566849,0.8999999761581421,-0.3250829875469208,-0.021072102710604668
nonmember_5390,0,credit_default,random_forest,-0.05129329487681389,0.949999988079071,-0.19851523637771606,-0.005129329394549131
nonmember_7950,0,credit_default,random_forest,-0.26136475801467896,0.7699999809265137,-0.5392763614654541,-0.12022779136896133
nonmember_3867,0,credit_default,random_forest,-0.040821995586156845,0.9599999785423279,-0.16794414818286896,-0.003265759674832225
nonmember_2030,0,credit_default,random_forest,-0.45413029193878174,0.6349999904632568,-0.6562408804893494,-0.3315151035785675
nonmember_2917,0,credit_default,random_forest,-0.23572233319282532,0.7900000214576721,-0.5139566659927368,-0.0990033820271492
nonmember_1620,0,credit_default,random_forest,-0.349557489156723,0.7049999833106995,-0.6065680980682373,-0.20623891055583954
nonmember_6539,0,credit_default,random_forest,-0.16841864585876465,0.8450000286102295,-0.43128493428230286,-0.05220978334546089
nonmember_1935,0,credit_default,random_forest,-0.02020270749926567,0.9800000190734863,-0.09803911298513412,-0.0008081083069555461
nonmember_3122,0,credit_default,random_forest,-0.12216763198375702,0.8849999904632568,-0.3568430244922638,-0.02809855528175831
nonmember_6915,0,credit_default,random_forest,-0.39304259419441223,0.675000011920929,-0.6305810213088989,-0.2554776966571808
nonmember_1616,0,credit_default,random_forest,-0.1923718899488449,0.824999988079071,-0.4637264311313629,-0.06733015924692154
nonmember_3471,0,credit_default,random_forest,-0.11653381586074829,0.8899999856948853,-0.34651532769203186,-0.025637440383434296
nonmember_1898,0,credit_default,random_forest,-1.491654872894287,0.7749999761581421,-0.533163845539093,-2.3120651245117188
nonmember_9100,0,credit_default,random_forest,-0.5887871384620667,0.5550000071525574,-0.6870849132537842,-0.5240205526351929
nonmember_11227,0,credit_default,random_forest,-0.08883121609687805,0.9150000214576721,-0.2908143997192383,-0.015101306140422821
nonmember_5162,0,credit_default,random_forest,-0.267879456281662,0.7649999856948853,-0.5452476739883423,-0.12590333819389343
nonmember_13604,0,credit_default,random_forest,-0.4942963123321533,0.6100000143051147,-0.6687480807304382,-0.3855511248111725
nonmember_5895,0,credit_default,random_forest,-0.24846136569976807,0.7799999713897705,-0.5269079804420471,-0.10932299494743347
nonmember_11493,0,credit_default,random_forest,-0.37833642959594727,0.6850000023841858,-0.6230430006980896,-0.2383519560098648
nonmember_8301,0,credit_default,random_forest,-0.744440495967865,0.5249999761581421,-0.6918966770172119,-0.7816625237464905
nonmember_6381,0,credit_default,random_forest,-0.1625189334154129,0.8500000238418579,-0.42270907759666443,-0.04875567927956581
nonmember_7983,0,credit_default,random_forest,-1.8325815200805664,0.8399999737739563,-0.4396698772907257,-3.0787367820739746
nonmember_1218,0,credit_default,random_forest,-0.4079682528972626,0.6650000214576721,-0.6376631855964661,-0.2733387053012848
nonmember_14869,0,credit_default,random_forest,-0.7550225853919983,0.5299999713897705,-0.6913461089134216,-0.8003239631652832
nonmember_14910,0,credit_default,random_forest,-0.6443570256233215,0.5249999761581421,-0.6918966770172119,-0.6121391654014587
